order_id,event_seq,event_type,event_timestamp,date_key,warehouse_key,carrier_key,product_key,customer_key,quantity,exception_reason,promised_delivery_date,is_late_flag,source_system
ORD-0000004,7,DELIVERED,2024-02-28 05:57:57.200011,20240228,2,3,137,58,1,,2024-03-01,0,WMS
ORD-0000005,1,ORDER_PLACED,2024-05-21 16:06:30.720471,20240521,3,,49,420,1,,2024-05-22,,WMS
ORD-0000005,2,PICKED,2024-05-21 20:25:17.756871,20240521,3,,49,420,2,,2024-05-22,,WMS
ORD-0000005,3,PACKED,2024-05-21 22:04:40.353864,20240521,3,,49,420,1,,2024-05-22,,WMS
ORD-0000005,4,SHIPPED,2024-05-23 16:52:19.075565,20240523,3,2,49,420,1,,2024-05-22,,WMS
ORD-0000005,5,IN_TRANSIT,2024-05-25 00:49:21.339033,20240525,3,2,49,420,1,,2024-05-22,,WMS
ORD-0000005,6,OUT_FOR_DELIVERY,2024-05-25 03:29:26.056069,20240525,3,2,49,420,2,,2024-05-22,,WMS
ORD-0000005,7,DELIVERED,2024-05-25 07:43:53.156036,20240525,3,2,49,420,1,,2024-05-22,1,WMS
ORD-0000006,1,ORDER_PLACED,2024-02-10 06:55:07.095168,20240210,5,,15,528,1,,2024-02-14,,WMS
ORD-0000006,2,PICKED,2024-02-10 08:01:19.941711,20240210,5,,15,528,1,,2024-02-14,,WMS
ORD-0000006,3,PACKED,2024-02-10 09:26:21.354263,20240210,5,,15,528,1,,2024-02-14,,WMS
ORD-0000006,4,SHIPPED,2024-02-10 20:21:10.070657,20240210,5,3,15,528,1,,2024-02-14,,WMS
ORD-0000006,5,IN_TRANSIT,2024-02-11 05:51:08.484763,20240211,5,3,15,528,1,,2024-02-14,,WMS
ORD-0000006,6,OUT_FOR_DELIVERY,2024-02-11 11:40:58.661975,20240211,5,3,15,528,1,,2024-02-14,,WMS
ORD-0000006,7,DELIVERED,2024-02-11 16:19:38.382809,20240211,5,3,15,528,1,,2024-02-14,0,WMS
ORD-0000007,1,ORDER_PLACED,2024-04-27 08:00:18.497276,20240427,2,,105,584,1,,2024-05-01,,WMS
ORD-0000007,2,PICKED,2024-04-27 13:22:27.828614,20240427,2,,105,584,1,,2024-05-01,,WMS
ORD-0000007,3,PACKED,2024-04-27 14:13:57.750564,20240427,2,,105,584,3,,2024-05-01,,WMS
ORD-0000007,4,SHIPPED,2024-04-27 23:10:19.167315,20240427,2,3,105,584,1,,2024-05-01,,WMS
ORD-0000007,5,IN_TRANSIT,2024-04-30 04:40:27.306142,20240430,2,3,105,584,1,,2024-05-01,,WMS
ORD-0000007,6,OUT_FOR_DELIVERY,2024-04-30 08:17:35.284753,20240430,2,3,105,584,2,,2024-05-01,,WMS
ORD-0000007,7,DELIVERED,2024-04-30 10:30:49.801014,20240430,2,3,105,584,1,,2024-05-01,0,WMS
ORD-0000008,1,ORDER_PLACED,2024-01-29 07:51:18.583442,20240129,4,,108,171,1,,2024-01-31,,WMS
ORD-0000008,2,PICKED,2024-01-29 13:03:10.331785,20240129,4,,108,171,1,,2024-01-31,,WMS
ORD-0000008,3,PACKED,2024-01-29 17:47:30.672560,20240129,4,,108,171,1,,2024-01-31,,WMS
ORD-0000008,4,SHIPPED,2024-01-30 02:48:25.808928,20240130,4,4,108,171,2,,2024-01-31,,WMS
ORD-0000008,5,IN_TRANSIT,2024-02-01 05:58:22.800539,20240201,4,4,108,171,1,,2024-01-31,,WMS
ORD-0000008,6,OUT_FOR_DELIVERY,2024-02-01 08:07:20.289563,20240201,4,4,108,171,1,,2024-01-31,,WMS
ORD-0000008,7,DELIVERED,2024-02-01 08:59:06.566607,20240201,4,4,108,171,1,,2024-01-31,1,WMS
ORD-0000009,1,ORDER_PLACED,2024-03-11 11:34:12.647821,20240311,4,,178,255,1,,2024-03-16,,WMS
ORD-0000009,2,PICKED,2024-03-12 03:24:31.552638,20240312,4,,178,255,1,,2024-03-16,,WMS
ORD-0000009,3,PACKED,2024-03-12 08:26:28.413883,20240312,4,,178,255,1,,2024-03-16,,WMS
ORD-0000009,4,SHIPPED,2024-03-12 14:18:13.193263,20240312,4,5,178,255,2,,2024-03-16,,WMS
ORD-0000009,5,IN_TRANSIT,2024-03-13 09:55:46.429828,20240313,4,5,178,255,3,,2024-03-16,,WMS
ORD-0000009,6,OUT_FOR_DELIVERY,2024-03-13 14:20:56.700505,20240313,4,5,178,255,1,,2024-03-16,,WMS
ORD-0000009,7,DELIVERED,2024-03-13 15:15:50.665496,20240313,4,5,178,255,1,,2024-03-16,0,WMS
ORD-0000010,1,ORDER_PLACED,2024-05-04 06:36:50.123710,20240504,3,,131,457,3,,2024-05-09,,WMS
ORD-0000010,2,PICKED,2024-05-04 13:09:53.961610,20240504,3,,131,457,1,,2024-05-09,,WMS
ORD-0000010,3,PACKED,2024-05-04 15:28:16.085166,20240504,3,,131,457,1,,2024-05-09,,WMS
ORD-0000010,4,SHIPPED,2024-05-04 19:36:19.378546,20240504,3,5,131,457,1,,2024-05-09,,WMS
ORD-0000010,5,IN_TRANSIT,2024-05-05 21:38:47.182505,20240505,3,5,131,457,3,,2024-05-09,,WMS
ORD-0000010,6,OUT_FOR_DELIVERY,2024-05-06 00:13:11.336379,20240506,3,5,131,457,1,,2024-05-09,,WMS
ORD-0000010,7,DELIVERED,2024-05-06 04:04:19.979243,20240506,3,5,131,457,2,,2024-05-09,0,WMS
ORD-0000011,1,ORDER_PLACED,2024-05-09 14:50:33.975321,20240509,3,,20,20,1,,2024-05-13,,WMS
ORD-0000011,2,PICKED,2024-05-09 23:30:22.172450,20240509,3,,20,20,1,,2024-05-13,,WMS
ORD-0000011,3,PACKED,2024-05-10 00:35:21.013582,20240510,3,,20,20,1,,2024-05-13,,WMS
ORD-0000011,4,SHIPPED,2024-05-10 09:33:38.832585,20240510,3,1,20,20,1,,2024-05-13,,WMS
ORD-0000011,5,IN_TRANSIT,2024-05-12 02:49:56.914468,20240512,3,1,20,20,1,,2024-05-13,,WMS
ORD-0000011,6,OUT_FOR_DELIVERY,2024-05-12 04:45:16.478080,20240512,3,1,20,20,2,,2024-05-13,,WMS
ORD-0000011,7,DELIVERED,2024-05-12 07:18:46.973836,20240512,3,1,20,20,2,,2024-05-13,0,WMS
ORD-0000012,1,ORDER_PLACED,2024-01-26 11:57:24.665601,20240126,4,,90,590,1,,2024-01-28,,WMS
ORD-0000012,2,PICKED,2024-01-26 12:15:15.766238,20240126,4,,90,590,3,,2024-01-28,,WMS
ORD-0000012,3,PACKED,2024-01-26 15:38:22.108104,20240126,4,,90,590,2,,2024-01-28,,WMS
ORD-0000012,4,SHIPPED,2024-01-27 08:11:45.952189,20240127,4,4,90,590,3,,2024-01-28,,WMS
ORD-0000012,5,IN_TRANSIT,2024-01-28 21:11:59.774861,20240128,4,4,90,590,1,,2024-01-28,,WMS
ORD-0000012,6,OUT_FOR_DELIVERY,2024-01-28 23:55:37.479588,20240128,4,4,90,590,1,,2024-01-28,,WMS
ORD-0000012,7,DELIVERED,2024-01-29 02:22:21.386551,20240129,4,4,90,590,1,,2024-01-28,1,WMS
ORD-0000013,1,ORDER_PLACED,2024-01-20 13:45:49.395804,20240120,3,,103,351,1,,2024-01-24,,WMS
ORD-0000013,2,PICKED,2024-01-22 07:48:08.739251,20240122,3,,103,351,1,,2024-01-24,,WMS
ORD-0000013,3,PACKED,2024-01-22 10:36:16.640707,20240122,3,,103,351,1,,2024-01-24,,WMS
ORD-0000013,4,SHIPPED,2024-01-23 11:14:31.221167,20240123,3,1,103,351,2,,2024-01-24,,WMS
ORD-0000013,5,IN_TRANSIT,2024-01-25 12:40:21.834677,20240125,3,1,103,351,1,,2024-01-24,,WMS
ORD-0000013,6,OUT_FOR_DELIVERY,2024-01-26 00:57:33.121029,20240126,3,1,103,351,1,,2024-01-24,,WMS
ORD-0000013,7,DELIVERED,2024-01-26 08:03:11.915131,20240126,3,1,103,351,1,,2024-01-24,1,WMS
ORD-0000014,1,ORDER_PLACED,2024-04-15 08:20:32.832596,20240415,3,,134,462,1,,2024-04-20,,WMS
ORD-0000014,2,PICKED,2024-04-15 11:08:24.579222,20240415,3,,134,462,1,,2024-04-20,,WMS
ORD-0000014,3,PACKED,2024-04-15 20:10:18.366060,20240415,3,,134,462,1,,2024-04-20,,WMS
ORD-0000014,4,SHIPPED,2024-04-16 00:18:15.749281,20240416,3,5,134,462,1,,2024-04-20,,WMS
ORD-0000014,5,IN_TRANSIT,2024-04-18 01:22:21.347104,20240418,3,5,134,462,1,,2024-04-20,,WMS
ORD-0000014,6,OUT_FOR_DELIVERY,2024-04-18 04:50:23.273827,20240418,3,5,134,462,2,,2024-04-20,,WMS
ORD-0000014,7,DELIVERED,2024-04-18 09:56:14.380404,20240418,3,5,134,462,3,,2024-04-20,0,WMS
ORD-0000015,1,ORDER_PLACED,2024-06-19 19:44:58.638911,20240619,2,,25,534,3,,2024-06-21,,WMS
ORD-0000015,2,PICKED,2024-06-20 02:02:48.779647,20240620,2,,25,534,1,,2024-06-21,,WMS
ORD-0000015,3,PACKED,2024-06-20 03:11:13.849165,20240620,2,,25,534,1,,2024-06-21,,WMS
ORD-0000015,4,SHIPPED,2024-06-20 22:36:02.754411,20240620,2,4,25,534,1,,2024-06-21,,WMS
ORD-0000015,5,IN_TRANSIT,2024-06-22 04:28:10.293826,20240622,2,4,25,534,1,,2024-06-21,,WMS
ORD-0000015,6,OUT_FOR_DELIVERY,2024-06-22 06:37:46.650066,20240622,2,4,25,534,3,,2024-06-21,,WMS
ORD-0000015,7,DELIVERED,2024-06-22 09:51:27.049936,20240622,2,4,25,534,1,,2024-06-21,1,WMS
ORD-0000016,1,ORDER_PLACED,2024-01-28 16:43:40.684369,20240128,2,,143,426,1,,2024-02-02,,WMS
ORD-0000016,2,PICKED,2024-01-28 22:47:36.054658,20240128,2,,143,426,3,,2024-02-02,,WMS
ORD-0000016,3,PACKED,2024-01-28 23:02:36.054658,20240128,2,,143,426,1,,2024-02-02,,WMS
ORD-0000016,4,SHIPPED,2024-01-29 04:46:19.921788,20240129,2,5,143,426,1,,2024-02-02,,WMS
ORD-0000016,5,IN_TRANSIT,2024-01-30 18:59:41.111919,20240130,2,5,143,426,1,,2024-02-02,,WMS
ORD-0000016,6,OUT_FOR_DELIVERY,2024-01-30 22:25:48.552242,20240130,2,5,143,426,1,,2024-02-02,,WMS
ORD-0000016,7,DELIVERED,2024-01-31 00:29:58.432492,20240131,2,5,143,426,2,,2024-02-02,0,WMS
ORD-0000017,1,ORDER_PLACED,2024-01-12 18:56:20.345628,20240112,4,,38,452,1,,2024-01-17,,WMS
ORD-0000017,2,PICKED,2024-01-13 02:55:06.037560,20240113,4,,38,452,1,,2024-01-17,,WMS
ORD-0000017,3,PACKED,2024-01-13 04:16:09.142552,20240113,4,,38,452,3,,2024-01-17,,WMS
ORD-0000017,4,SHIPPED,2024-01-13 11:43:35.693513,20240113,4,5,38,452,1,,2024-01-17,,WMS
ORD-0000017,5,IN_TRANSIT,2024-01-14 15:06:37.536044,20240114,4,5,38,452,1,,2024-01-17,,WMS
ORD-0000017,6,OUT_FOR_DELIVERY,2024-01-14 22:33:08.692425,20240114,4,5,38,452,1,,2024-01-17,,WMS
ORD-0000017,7,DELIVERED,2024-01-14 23:49:18.654062,20240114,4,5,38,452,1,,2024-01-17,0,WMS
ORD-0000018,1,ORDER_PLACED,2024-02-26 16:23:35.279748,20240226,4,,70,423,1,,2024-03-01,,WMS
ORD-0000018,2,PICKED,2024-02-26 20:19:35.554664,20240226,4,,70,423,2,,2024-03-01,,WMS
ORD-0000018,3,PACKED,2024-02-26 23:27:32.475364,20240226,4,,70,423,1,,2024-03-01,,WMS
ORD-0000018,4,SHIPPED,2024-02-28 00:16:20.300343,20240228,4,1,70,423,1,,2024-03-01,,WMS
ORD-0000018,5,IN_TRANSIT,2024-03-01 03:32:47.683820,20240301,4,1,70,423,1,,2024-03-01,,WMS
ORD-0000018,6,OUT_FOR_DELIVERY,2024-03-01 03:47:47.683820,20240301,4,1,70,423,1,,2024-03-01,,WMS
ORD-0000018,7,DELIVERED,2024-03-01 06:16:06.988977,20240301,4,1,70,423,1,,2024-03-01,0,WMS
ORD-0000019,1,ORDER_PLACED,2024-04-26 16:29:26.474375,20240426,5,,144,182,2,,2024-05-01,,WMS
ORD-0000019,2,PICKED,2024-04-26 22:05:57.152439,20240426,5,,144,182,1,,2024-05-01,,WMS
ORD-0000019,3,PACKED,2024-04-27 01:04:27.657549,20240427,5,,144,182,1,,2024-05-01,,WMS
ORD-0000019,4,EXCEPTION,2024-04-27 06:06:16.440871,20240427,5,5,144,182,1,WEATHER_DELAY,2024-05-01,,WMS
ORD-0000019,5,SHIPPED,2024-04-27 22:35:06.485763,20240427,5,5,144,182,2,,2024-05-01,,WMS
ORD-0000019,6,IN_TRANSIT,2024-04-29 19:47:55.407401,20240429,5,5,144,182,2,,2024-05-01,,WMS
ORD-0000019,7,OUT_FOR_DELIVERY,2024-04-29 22:16:00.725386,20240429,5,5,144,182,2,,2024-05-01,,WMS
ORD-0000019,8,DELIVERED,2024-04-30 01:25:33.062109,20240430,5,5,144,182,3,,2024-05-01,0,WMS
ORD-0000020,1,ORDER_PLACED,2024-01-27 13:17:17.116690,20240127,1,,120,48,1,,2024-01-31,,WMS
ORD-0000020,2,PICKED,2024-01-27 16:43:58.121828,20240127,1,,120,48,1,,2024-01-31,,WMS
ORD-0000020,3,PACKED,2024-01-27 19:21:54.959316,20240127,1,,120,48,1,,2024-01-31,,WMS
ORD-0000020,4,SHIPPED,2024-01-27 23:24:22.655270,20240127,1,3,120,48,2,,2024-01-31,,WMS
ORD-0000020,5,IN_TRANSIT,2024-01-30 06:40:20.520086,20240130,1,3,120,48,1,,2024-01-31,,WMS
ORD-0000020,6,OUT_FOR_DELIVERY,2024-01-30 10:33:02.596969,20240130,1,3,120,48,2,,2024-01-31,,WMS
ORD-0000020,7,DELIVERED,2024-01-30 12:52:04.140068,20240130,1,3,120,48,1,,2024-01-31,0,WMS
ORD-0000021,1,ORDER_PLACED,2024-01-23 14:09:29.439682,20240123,5,,112,353,2,,2024-01-27,,WMS
ORD-0000021,2,PICKED,2024-01-23 21:03:18.113611,20240123,5,,112,353,1,,2024-01-27,,WMS
ORD-0000021,3,PACKED,2024-01-23 21:18:18.113611,20240123,5,,112,353,1,,2024-01-27,,WMS
ORD-0000021,4,SHIPPED,2024-01-24 08:51:00.079530,20240124,5,3,112,353,1,,2024-01-27,,WMS
ORD-0000021,5,IN_TRANSIT,2024-01-25 17:34:14.368441,20240125,5,3,112,353,1,,2024-01-27,,WMS
ORD-0000021,6,OUT_FOR_DELIVERY,2024-01-25 22:49:22.516018,20240125,5,3,112,353,1,,2024-01-27,,WMS
ORD-0000021,7,DELIVERED,2024-01-26 03:13:49.125829,20240126,5,3,112,353,1,,2024-01-27,0,WMS
ORD-0000022,1,ORDER_PLACED,2024-02-12 12:29:46.352373,20240212,1,,30,54,1,,2024-02-16,,WMS
ORD-0000022,2,PICKED,2024-02-12 15:48:07.740015,20240212,1,,30,54,1,,2024-02-16,,WMS
ORD-0000022,3,PACKED,2024-02-12 20:22:50.097709,20240212,1,,30,54,1,,2024-02-16,,WMS
ORD-0000022,4,SHIPPED,2024-02-13 20:00:52.419625,20240213,1,3,30,54,2,,2024-02-16,,WMS
ORD-0000022,5,IN_TRANSIT,2024-02-14 07:42:26.553579,20240214,1,3,30,54,1,,2024-02-16,,WMS
ORD-0000022,6,OUT_FOR_DELIVERY,2024-02-14 14:45:51.680883,20240214,1,3,30,54,1,,2024-02-16,,WMS
ORD-0000022,7,DELIVERED,2024-02-14 16:35:52.867271,20240214,1,3,30,54,1,,2024-02-16,0,WMS
ORD-0000023,1,ORDER_PLACED,2024-01-10 08:42:11.873033,20240110,6,,49,144,1,,2024-01-12,,WMS
ORD-0000023,2,PICKED,2024-01-10 09:52:42.725258,20240110,6,,49,144,1,,2024-01-12,,WMS
ORD-0000023,3,PACKED,2024-01-10 16:24:33.122169,20240110,6,,49,144,2,,2024-01-12,,WMS
ORD-0000023,4,SHIPPED,2024-01-10 20:13:23.014177,20240110,6,4,49,144,1,,2024-01-12,,WMS
ORD-0000023,5,ARRIVED_HUB,2024-01-11 12:25:48.476859,20240111,6,4,49,144,1,,2024-01-12,,WMS
ORD-0000023,6,DEPARTED_HUB,2024-01-11 15:18:44.753961,20240111,6,4,49,144,1,,2024-01-12,,WMS
ORD-0000023,7,IN_TRANSIT,2024-01-12 20:31:16.055950,20240112,6,4,49,144,1,,2024-01-12,,WMS
ORD-0000023,8,OUT_FOR_DELIVERY,2024-01-12 21:53:57.716816,20240112,6,4,49,144,1,,2024-01-12,,WMS
ORD-0000023,9,DELIVERED,2024-01-13 01:36:53.649068,20240113,6,4,49,144,1,,2024-01-12,1,WMS
ORD-0000024,1,ORDER_PLACED,2024-05-28 09:06:49.293146,20240528,2,,84,445,3,,2024-05-29,,WMS
ORD-0000024,2,PICKED,2024-05-28 19:52:40.563542,20240528,2,,84,445,1,,2024-05-29,,WMS
ORD-0000024,3,PACKED,2024-05-28 22:36:29.248852,20240528,2,,84,445,1,,2024-05-29,,WMS
ORD-0000024,4,SHIPPED,2024-05-29 04:08:13.108575,20240529,2,2,84,445,2,,2024-05-29,,WMS
ORD-0000024,5,IN_TRANSIT,2024-05-30 01:34:21.281483,20240530,2,2,84,445,1,,2024-05-29,,WMS
ORD-0000024,6,OUT_FOR_DELIVERY,2024-05-30 02:36:15.683666,20240530,2,2,84,445,1,,2024-05-29,,WMS
ORD-0000024,7,DELIVERED,2024-05-30 05:44:36.567949,20240530,2,2,84,445,1,,2024-05-29,1,WMS
ORD-0000025,1,ORDER_PLACED,2024-05-20 12:14:00.917706,20240520,4,,171,543,3,,2024-05-25,,WMS
ORD-0000025,2,PICKED,2024-05-20 16:27:49.817716,20240520,4,,171,543,1,,2024-05-25,,WMS
ORD-0000025,3,PACKED,2024-05-20 18:41:10.115829,20240520,4,,171,543,3,,2024-05-25,,WMS
ORD-0000025,4,SHIPPED,2024-05-21 05:10:40.925937,20240521,4,5,171,543,1,,2024-05-25,,WMS
ORD-0000025,5,IN_TRANSIT,2024-05-21 18:53:21.316860,20240521,4,5,171,543,3,,2024-05-25,,WMS
ORD-0000025,6,OUT_FOR_DELIVERY,2024-05-21 22:07:37.131065,20240521,4,5,171,543,1,,2024-05-25,,WMS
ORD-0000025,7,DELIVERED,2024-05-21 23:41:32.045741,20240521,4,5,171,543,1,,2024-05-25,0,WMS
ORD-0000026,1,ORDER_PLACED,2024-05-24 12:06:17.852981,20240524,6,,149,493,1,,2024-05-28,,WMS
ORD-0000026,2,PICKED,2024-05-24 15:22:49.760294,20240524,6,,149,493,2,,2024-05-28,,WMS
ORD-0000026,3,PACKED,2024-05-24 17:20:07.293205,20240524,6,,149,493,2,,2024-05-28,,WMS
ORD-0000026,4,SHIPPED,2024-05-25 19:35:18.656005,20240525,6,3,149,493,1,,2024-05-28,,WMS
ORD-0000026,5,IN_TRANSIT,2024-05-26 16:27:05.963988,20240526,6,3,149,493,1,,2024-05-28,,WMS
ORD-0000026,6,OUT_FOR_DELIVERY,2024-05-26 18:45:10.624381,20240526,6,3,149,493,2,,2024-05-28,,WMS
ORD-0000026,7,DELIVERED,2024-05-26 23:37:15.295821,20240526,6,3,149,493,1,,2024-05-28,0,WMS
ORD-0000027,1,ORDER_PLACED,2024-02-28 11:42:21.929687,20240228,4,,55,527,1,,2024-03-01,,WMS
ORD-0000027,2,PICKED,2024-02-28 17:37:10.554415,20240228,4,,55,527,1,,2024-03-01,,WMS
ORD-0000027,3,PACKED,2024-02-28 22:26:47.649263,20240228,4,,55,527,2,,2024-03-01,,WMS
ORD-0000027,4,SHIPPED,2024-02-29 06:58:15.006836,20240229,4,4,55,527,1,,2024-03-01,,WMS
ORD-0000027,5,IN_TRANSIT,2024-03-01 11:11:56.534932,20240301,4,4,55,527,1,,2024-03-01,,WMS
ORD-0000027,6,OUT_FOR_DELIVERY,2024-03-01 15:53:35.617261,20240301,4,4,55,527,1,,2024-03-01,,WMS
ORD-0000027,7,DELIVERED,2024-03-01 19:32:31.057618,20240301,4,4,55,527,1,,2024-03-01,0,WMS
ORD-0000028,1,ORDER_PLACED,2024-06-18 09:25:09.135876,20240618,3,,90,58,1,,2024-06-20,,WMS
ORD-0000028,2,PICKED,2024-06-18 11:49:08.484799,20240618,3,,90,58,1,,2024-06-20,,WMS
ORD-0000028,3,PACKED,2024-06-18 16:18:13.458629,20240618,3,,90,58,1,,2024-06-20,,WMS
ORD-0000028,4,SHIPPED,2024-06-19 00:38:26.009697,20240619,3,4,90,58,2,,2024-06-20,,WMS
ORD-0000028,5,IN_TRANSIT,2024-06-19 13:58:03.567204,20240619,3,4,90,58,1,,2024-06-20,,WMS
ORD-0000028,6,OUT_FOR_DELIVERY,2024-06-19 17:50:05.431469,20240619,3,4,90,58,1,,2024-06-20,,WMS
ORD-0000028,7,DELIVERED,2024-06-19 21:27:10.741558,20240619,3,4,90,58,1,,2024-06-20,0,WMS
ORD-0000029,1,ORDER_PLACED,2024-05-29 16:19:16.712225,20240529,5,,81,338,1,,2024-06-02,,WMS
ORD-0000029,2,PICKED,2024-05-29 19:44:42.555554,20240529,5,,81,338,1,,2024-06-02,,WMS
ORD-0000029,3,PACKED,2024-05-29 20:19:25.948162,20240529,5,,81,338,2,,2024-06-02,,WMS
ORD-0000029,4,SHIPPED,2024-05-30 04:01:53.897914,20240530,5,1,81,338,2,,2024-06-02,,WMS
ORD-0000029,5,IN_TRANSIT,2024-06-01 00:59:07.324867,20240601,5,1,81,338,1,,2024-06-02,,WMS
ORD-0000029,6,OUT_FOR_DELIVERY,2024-06-01 04:06:04.417481,20240601,5,1,81,338,1,,2024-06-02,,WMS
ORD-0000029,7,DELIVERED,2024-06-01 07:17:09.073868,20240601,5,1,81,338,2,,2024-06-02,0,WMS
ORD-0000030,1,ORDER_PLACED,2024-03-14 16:27:00.728684,20240314,2,,49,273,1,,2024-03-15,,WMS
ORD-0000030,2,PICKED,2024-03-14 18:57:13.794765,20240314,2,,49,273,1,,2024-03-15,,WMS
ORD-0000030,3,PACKED,2024-03-14 21:04:30.986446,20240314,2,,49,273,1,,2024-03-15,,WMS
ORD-0000030,4,SHIPPED,2024-03-15 07:20:37.371428,20240315,2,2,49,273,2,,2024-03-15,,WMS
ORD-0000030,5,IN_TRANSIT,2024-03-15 22:58:47.638040,20240315,2,2,49,273,1,,2024-03-15,,WMS
ORD-0000030,6,OUT_FOR_DELIVERY,2024-03-16 08:40:38.853924,20240316,2,2,49,273,3,,2024-03-15,,WMS
ORD-0000030,7,DELIVERED,2024-03-16 11:24:49.275142,20240316,2,2,49,273,1,,2024-03-15,1,WMS
ORD-0000031,1,ORDER_PLACED,2024-06-16 14:42:47.188739,20240616,6,,85,45,2,,2024-06-20,,WMS
ORD-0000031,2,PICKED,2024-06-17 03:58:57.639922,20240617,6,,85,45,1,,2024-06-20,,WMS
ORD-0000031,3,PACKED,2024-06-17 07:48:22.328196,20240617,6,,85,45,1,,2024-06-20,,WMS
ORD-0000031,4,SHIPPED,2024-06-18 04:08:09.703289,20240618,6,1,85,45,1,,2024-06-20,,WMS
ORD-0000031,5,IN_TRANSIT,2024-06-19 03:07:32.529116,20240619,6,1,85,45,1,,2024-06-20,,WMS
ORD-0000031,6,OUT_FOR_DELIVERY,2024-06-19 03:27:30.959536,20240619,6,1,85,45,1,,2024-06-20,,WMS
ORD-0000031,7,DELIVERED,2024-06-19 04:13:32.186683,20240619,6,1,85,45,1,,2024-06-20,0,WMS
ORD-0000032,1,ORDER_PLACED,2024-01-06 18:02:13.740850,20240106,2,,125,483,1,,2024-01-08,,WMS
ORD-0000032,2,PICKED,2024-01-07 04:11:11.400318,20240107,2,,125,483,1,,2024-01-08,,WMS
ORD-0000032,3,PACKED,2024-01-07 07:00:25.873915,20240107,2,,125,483,1,,2024-01-08,,WMS
ORD-0000032,4,SHIPPED,2024-01-08 14:53:13.777940,20240108,2,4,125,483,1,,2024-01-08,,WMS
ORD-0000032,5,IN_TRANSIT,2024-01-08 22:40:16.467518,20240108,2,4,125,483,1,,2024-01-08,,WMS
